NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.000972651	-0.00157043	-0.0143826
7.165	0	0	0	0	0	0	0	1	0.00134812	-0.000682996	-0.00485308
6.55	0	0	0	0	1	0	0	0	0.00135769	-0.000649248	-0.00454244
7.02	0	1	0	0	0	0	0	0	0.00134574	-0.000702249	-0.00530006
10.15	0	0	0	0	1	0	0	0	0.00107217	-0.000211245	0.0132965
6.565	0	0	0	0	1	0	0	0	0.00108376	-0.000231823	0.0120685
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00107685	-0.000277976	0.0124621
7.795	0	0	0	0	1	0	0	0	0.00104427	-0.000103776	0.0131349
6.68	0	0	0	0	1	0	0	0	0.00103794	-0.000272876	0.0134482
5.215	0	0	0	0	1	0	0	0	0.00107349	-0.000193451	0.0136957
6.705	0	0	0	0	1	0	0	0	0.00106827	-0.000168293	0.0121263
6.28	0	0	0	0	1	0	0	0	0.00103319	-0.000263431	0.0130096
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0010676	-0.00022586	0.0127182
7.3	0	0	0	0	0	0	1	0	0.00131355	-0.000688602	-0.00679796
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000980831	-0.000201514	0.0130733
5.15	0	0	0	0	0	1	0	0	0.00110197	-0.000239775	0.0127622
4.305	0	0	0	0	1	0	0	0	0.00106376	-0.0002447	0.0121204
11.24	0	0	0	0	1	0	0	0	0.00108303	-0.00016533	0.0125275
7.39	0	0	0	0	0	1	0	0	0.00110059	-0.000267008	0.0141888
5.825	0	0	0	0	0	1	0	0	0.00105214	-0.000205189	0.0134953
3.515	0	0	0	0	0	1	0	0	0.00104941	-0.000154835	0.0158909
8.275	0	0	0	0	1	0	0	0	0.00106758	-0.000210573	0.0133877
5.995	0	0	0	0	0	0	1	0	0.000982896	-0.000181511	0.0619066
6.17	0	0	0	0	1	0	0	0	0.00100557	-0.000167953	0.0612254
4.19	0	1	0	0	0	0	0	0	0.00132904	-0.000698763	-0.00752261
4.63	0	0	0	0	1	0	0	0	0.0010021	-0.000156126	0.0614004
6.785	0	0	0	0	1	0	0	0	0.00097607	-0.000163459	0.0616623
4.85	0	0	0	0	1	0	0	0	0.000991847	-0.000201795	0.062964
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00102487	-0.000189271	0.0633119
10.61	0	0	0	0	0	1	0	0	0.000999315	-0.000212226	0.0600839
7.155	0	0	0	0	0	1	0	0	0.000996421	-0.000159401	0.0618291
8.53	0	0	0	0	1	0	0	0	0.000993857	-0.000237059	0.0611135
9.415	0	0	0	0	1	0	0	0	0.000961069	-0.000223248	0.0620549
6.245	0	0	0	0	0	1	0	0	0.00103417	-0.000186062	0.0624944
9.245	0	0	0	0	0	0	1	0	0.00100156	-0.000194971	0.0628294
5.8	0	1	0	0	0	0	0	0	0.00130376	-0.00060395	-0.00537772
3.035	0	0	0	0	0	0	1	0	0.000965404	-0.000146677	0.0609279
6.15	0	0	0	0	1	0	0	0	0.000990682	-0.000171462	0.061473
2.765	0	0	0	0	0	1	0	0	0.000966496	-0.000164309	0.0494704
8.48	0	0	0	0	1	0	0	0	0.000965018	-0.000206183	0.0532335
6.025	0	0	0	0	1	0	0	0	0.000933962	-0.000145646	0.0564385
5.22	0	0	0	0	1	0	0	0	0.000924792	-0.000196009	0.055701
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000989551	-0.000196897	0.0610602
6.81	0	0	0	0	0	1	0	0	0.000977881	-0.000170343	0.0630685
6.63	0	0	0	0	0	1	0	0	0.00097698	-0.000172465	0.0623053
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000923983	-0.000134758	0.0648029
5.425	0	0	0	0	0	0	1	0	0.00136524	-0.000649854	-0.00275423
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000941852	-0.000123714	0.0607171
5.575	0	0	0	0	1	0	0	0	0.000893002	-0.000144748	0.0632871
4.72	0	0	0	0	1	0	0	0	0.000974242	-0.000124047	0.062239
3.785	0	0	0	0	0	0	1	0	0.000927599	-0.000140175	0.0617824
6.525	0	0	0	0	1	0	0	0	0.000913503	-0.000137634	0.0579974
6.73	0	0	0	0	0	1	0	0	0.000936921	-0.00014732	0.0637771
5.215	0	0	0	0	1	0	0	0	0.000945922	-0.000155864	0.0595107
2.63	0	0	0	0	0	0	1	0	0.000848781	-5.67815e-05	0.0794058
5.68	0	0	0	0	0	1	0	0	0.000858273	-0.000107091	0.0727007
3.415	0	0	0	0	0	0	1	0	0.000907682	-0.00010881	0.0712731
4.49	0	0	0	0	0	0	1	0	0.00127631	-0.000664713	-0.00647356
5.06	0	0	0	0	0	0	1	0	0.000921132	-9.89482e-05	0.0698968
2.605	0	0	0	0	0	1	0	0	0.000907136	-0.000112014	0.0716533
5.735	0	0	0	0	1	0	0	0	0.000888115	-0.000112524	0.071945
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000887694	-0.000123071	0.072237
6.525	0	0	0	0	1	0	0	0	0.00087261	-0.000100126	0.0722452
4.625	0	0	0	0	1	0	0	0	0.000837806	-9.09225e-05	0.0720686
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000881667	-0.000102793	0.0733225
5.83	0	0	0	0	0	0	1	0	0.000880572	-9.08313e-05	0.0737234
4.065	0	0	0	0	1	0	0	0	0.000837402	-9.42202e-05	0.0740014
5.39	0	0	0	0	0	0	1	0	0.000898502	-7.12854e-05	0.0726309
5.535	0	0	0	0	1	0	0	0	0.000822606	-7.3879e-05	0.0735105
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000840263	-7.34752e-05	0.071876
5.015	0	0	0	0	1	0	0	0	0.000878957	-9.17474e-05	0.0697125
4.735	0	0	0	0	1	0	0	0	0.000855536	-6.19141e-05	0.0705441
5.525	0	0	0	0	1	0	0	0	0.00087846	-9.28514e-05	0.0709694
2.615	0	0	0	0	0	1	0	0	0.000882768	-0.000100695	0.0723124
3.005	0	0	0	0	0	1	0	0	0.000877759	-6.89431e-05	0.0735932
5.67	0	0	0	0	0	1	0	0	0.00091386	-0.000117706	0.0701208
3.215	0	0	0	0	1	0	0	0	0.000839194	-6.93184e-05	0.0712982
6.865	0	0	0	0	1	0	0	0	0.000822991	-0.000122249	0.078818
4.45	0	0	0	1	0	0	0	0	0.00134683	-0.000650862	-0.00613514
2.725	0	0	0	0	1	0	0	0	0.000843764	-7.5346e-05	0.0716521
3.365	0	0	0	0	1	0	0	0	0.000807829	-6.05824e-05	0.0785827
5.325	0	0	0	0	1	0	0	0	0.000739952	1.94371e-05	0.0608128
7.695	0	0	0	0	1	0	0	0	0.000792864	-4.47694e-05	0.0790353
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000888757	-8.77141e-05	0.0672872
NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000825774	-3.86283e-05	0.0797382
